ID,Archetype,City Type,Income Level,Age,Health Consciousness (1-10),Price Sensitivity (1-10),Brand Loyalty (1-10),Distribution Weight
21582,Senior Citizen,Tier-2,Medium,25,8.70,6.31,8.66,6
21583,Senior Citizen,Tier-2,Medium,43,7.66,7.42,8.33,6
21584,Senior Citizen,Tier-2,Medium,49,8.92,7.23,9.73,6
21585,Senior Citizen,Tier-2,Medium,28,8.49,6.98,8.44,6
21586,Senior Citizen,Tier-2,Medium,60,7.31,7.75,8.77,6
21587,Senior Citizen,Tier-2,Medium,56,8.70,7.68,9.73,6
21588,Senior Citizen,Tier-2,Medium,42,8.83,6.07,8.69,6
21589,Senior Citizen,Tier-2,Medium,30,7.34,7.12,8.57,6
21590,Senior Citizen,Tier-2,Medium,25,7.45,7.84,9.90,6
21591,Senior Citizen,Tier-2,Medium,42,7.11,6.05,8.01,6
21592,Senior Citizen,Tier-2,Medium,33,8.51,6.61,8.04,6
21593,Senior Citizen,Tier-2,Medium,32,8.24,6.46,8.59,6
21594,Senior Citizen,Tier-2,Medium,41,8.55,7.23,8.82,6
21595,Senior Citizen,Tier-2,Medium,33,8.54,6.37,9.64,6
21596,Senior Citizen,Tier-2,Medium,29,7.51,7.66,8.34,6
21597,Senior Citizen,Tier-2,Medium,64,8.23,7.22,8.75,6
21598,Senior Citizen,Tier-2,Medium,50,7.03,6.53,9.27,6
21599,Senior Citizen,Tier-2,Medium,29,7.24,7.87,9.08,6
21600,Senior Citizen,Tier-2,Medium,43,7.49,6.53,9.71,6
21601,Senior Citizen,Tier-2,Medium,30,7.27,6.02,8.48,6
21602,Senior Citizen,Tier-2,Medium,34,7.24,6.08,8.55,6
21603,Senior Citizen,Tier-2,Medium,37,7.99,6.15,8.94,6
21604,Senior Citizen,Tier-2,Medium,26,7.82,6.61,9.00,6
21605,Senior Citizen,Tier-2,Medium,49,7.94,7.82,8.98,6
21606,Senior Citizen,Tier-2,Medium,37,7.67,6.57,9.54,6
21607,Senior Citizen,Tier-2,Medium,24,8.90,7.60,9.51,6
21608,Senior Citizen,Tier-2,Medium,27,7.14,6.81,8.82,6
21609,Senior Citizen,Tier-2,Medium,38,7.44,6.22,9.15,6
21610,Senior Citizen,Tier-2,Medium,52,7.02,7.55,9.46,6
21611,Senior Citizen,Tier-2,Medium,28,7.00,6.85,9.07,6
21612,Senior Citizen,Tier-2,Medium,34,8.19,7.05,8.85,6
21613,Senior Citizen,Tier-2,Medium,19,7.55,7.25,9.69,6
21614,Senior Citizen,Tier-2,Medium,30,7.32,7.88,8.77,6
21615,Senior Citizen,Tier-2,Medium,37,8.96,6.96,8.44,6
21616,Senior Citizen,Tier-2,Medium,57,7.23,6.80,9.67,6
21617,Senior Citizen,Tier-2,Medium,23,8.35,6.79,9.19,6
21618,Senior Citizen,Tier-2,Medium,42,8.09,7.81,8.36,6
21619,Senior Citizen,Tier-2,Medium,30,7.42,6.80,9.84,6
21620,Senior Citizen,Tier-2,Medium,59,7.06,7.75,9.51,6
21621,Senior Citizen,Tier-2,Medium,42,8.60,6.43,9.51,6
21622,Senior Citizen,Tier-2,Medium,64,8.91,6.75,9.01,6
21623,Senior Citizen,Tier-2,Medium,62,8.48,6.38,9.37,6
21624,Senior Citizen,Tier-2,Medium,42,8.41,7.09,9.90,6
21625,Senior Citizen,Tier-2,Medium,41,7.77,7.57,9.87,6
21626,Senior Citizen,Tier-2,Medium,19,8.02,6.83,9.57,6
21627,Senior Citizen,Tier-2,Medium,23,8.51,6.03,9.41,6
21628,Senior Citizen,Tier-2,Medium,41,7.10,6.63,8.27,6
21629,Senior Citizen,Tier-2,Medium,37,7.44,6.40,9.07,6
21630,Senior Citizen,Tier-2,Medium,26,8.42,6.77,8.82,6
21631,Senior Citizen,Tier-2,Medium,23,8.88,6.78,9.46,6
21632,Senior Citizen,Tier-2,Medium,41,7.01,6.23,8.38,6
21633,Senior Citizen,Tier-2,Medium,48,7.18,6.68,9.83,6
21634,Senior Citizen,Tier-2,Medium,20,7.29,7.15,8.47,6
21635,Senior Citizen,Tier-2,Medium,41,7.33,7.78,9.34,6
21636,Senior Citizen,Tier-2,Medium,46,8.19,7.01,9.97,6
21637,Senior Citizen,Tier-2,Medium,47,8.87,6.92,9.80,6
21638,Senior Citizen,Tier-2,Medium,43,7.85,7.62,9.90,6
21639,Senior Citizen,Tier-2,Medium,26,7.23,6.18,9.53,6
21640,Senior Citizen,Tier-2,Medium,47,8.58,7.58,8.50,6
21641,Senior Citizen,Tier-2,Medium,36,8.78,7.68,8.97,6
21642,Senior Citizen,Tier-2,Medium,56,8.54,7.67,9.43,6
21643,Senior Citizen,Tier-2,Medium,18,8.07,7.48,8.38,6
21644,Senior Citizen,Tier-2,Medium,29,8.03,7.45,8.35,6
21645,Senior Citizen,Tier-2,Medium,51,7.42,6.53,9.49,6
21646,Senior Citizen,Tier-2,Medium,35,7.26,7.70,9.27,6
21647,Senior Citizen,Tier-2,Medium,61,7.61,6.65,9.40,6
21648,Senior Citizen,Tier-2,Medium,60,7.68,7.90,9.44,6
21649,Senior Citizen,Tier-2,Medium,39,7.01,7.75,9.20,6
21650,Senior Citizen,Tier-2,Medium,64,7.95,7.43,9.55,6
21651,Senior Citizen,Tier-2,Medium,44,8.23,6.48,9.84,6
21652,Senior Citizen,Tier-2,Medium,26,7.62,6.37,9.26,6
21653,Senior Citizen,Tier-2,Medium,62,8.09,6.24,9.55,6
21654,Senior Citizen,Tier-2,Medium,48,8.37,6.76,8.44,6
21655,Senior Citizen,Tier-2,Medium,44,8.20,6.28,9.45,6
21656,Senior Citizen,Tier-2,Medium,64,7.66,6.32,9.64,6
21657,Senior Citizen,Tier-2,Medium,57,7.34,7.99,8.05,6
21658,Senior Citizen,Tier-2,Medium,55,7.75,6.15,9.14,6
21659,Senior Citizen,Tier-2,Medium,42,8.31,7.78,9.17,6
21660,Senior Citizen,Tier-2,Medium,54,7.20,7.68,8.12,6
21661,Senior Citizen,Tier-2,Medium,25,8.43,6.10,9.10,6
21662,Senior Citizen,Tier-2,Medium,48,7.27,6.21,8.10,6
21663,Senior Citizen,Tier-2,Medium,26,7.01,7.35,9.03,6
21664,Senior Citizen,Tier-2,Medium,62,8.74,7.67,9.92,6
21665,Senior Citizen,Tier-2,Medium,42,8.84,7.94,8.20,6
21666,Senior Citizen,Tier-2,Medium,21,7.77,6.78,9.13,6
21667,Senior Citizen,Tier-2,Medium,63,8.65,7.82,9.61,6
21668,Senior Citizen,Tier-2,Medium,47,7.19,6.50,8.90,6
21669,Senior Citizen,Tier-2,Medium,43,8.44,7.20,8.05,6
21670,Senior Citizen,Tier-2,Medium,20,7.30,6.49,9.80,6
21671,Senior Citizen,Tier-2,Medium,53,7.66,6.18,9.24,6
21672,Senior Citizen,Tier-2,Medium,46,8.49,7.15,8.66,6
21673,Senior Citizen,Tier-2,Medium,64,8.38,6.74,8.69,6
21674,Senior Citizen,Tier-2,Medium,33,8.04,6.92,9.71,6
21675,Senior Citizen,Tier-2,Medium,39,7.29,6.00,9.70,6
21676,Senior Citizen,Tier-2,Medium,36,7.28,6.32,9.90,6
21677,Senior Citizen,Tier-2,Medium,61,8.10,6.11,9.86,6
21678,Senior Citizen,Tier-2,Medium,29,7.48,7.98,8.63,6
21679,Senior Citizen,Tier-2,Medium,46,8.87,7.68,8.00,6
21680,Senior Citizen,Tier-2,Medium,26,7.52,6.79,9.48,6
21681,Senior Citizen,Tier-2,Medium,29,8.70,6.86,9.14,6
21682,Senior Citizen,Tier-2,Medium,45,8.08,6.92,9.75,6
21683,Senior Citizen,Tier-2,Medium,62,8.27,7.15,8.62,6
21684,Senior Citizen,Tier-2,Medium,64,8.67,6.11,8.51,6
21685,Senior Citizen,Tier-2,Medium,55,7.28,7.20,8.81,6
21686,Senior Citizen,Tier-2,Medium,31,8.40,7.50,9.20,6
21687,Senior Citizen,Tier-2,Medium,63,7.37,7.05,8.23,6
21688,Senior Citizen,Tier-2,Medium,25,7.66,6.07,9.48,6
21689,Senior Citizen,Tier-2,Medium,52,8.74,7.04,8.49,6
21690,Senior Citizen,Tier-2,Medium,55,8.65,6.13,8.79,6
21691,Senior Citizen,Tier-2,Medium,64,8.88,7.06,9.38,6
21692,Senior Citizen,Tier-2,Medium,62,7.25,7.88,9.65,6
21693,Senior Citizen,Tier-2,Medium,24,7.65,7.52,8.26,6
21694,Senior Citizen,Tier-2,Medium,29,7.84,7.03,9.00,6
21695,Senior Citizen,Tier-2,Medium,33,8.71,6.87,8.45,6
21696,Senior Citizen,Tier-2,Medium,32,7.37,6.28,9.15,6
21697,Senior Citizen,Tier-2,Medium,21,7.87,6.25,8.79,6
21698,Senior Citizen,Tier-2,Medium,47,8.92,7.58,9.06,6
21699,Senior Citizen,Tier-2,Medium,33,7.04,7.89,9.23,6
21700,Senior Citizen,Tier-2,Medium,35,7.24,7.81,8.72,6
21701,Senior Citizen,Tier-2,Medium,64,7.02,6.58,9.38,6
21702,Senior Citizen,Tier-2,Medium,27,7.54,6.77,9.66,6
21703,Senior Citizen,Tier-2,Medium,50,8.63,6.79,9.08,6
21704,Senior Citizen,Tier-2,Medium,20,7.67,6.34,9.22,6
21705,Senior Citizen,Tier-2,Medium,33,7.93,6.54,8.67,6
21706,Senior Citizen,Tier-2,Medium,34,8.31,6.81,9.82,6
21707,Senior Citizen,Tier-2,Medium,28,7.37,7.17,8.75,6
21708,Senior Citizen,Tier-2,Medium,18,7.64,7.27,8.18,6
21709,Senior Citizen,Tier-2,Medium,43,7.92,7.69,8.11,6
21710,Senior Citizen,Tier-2,Medium,51,8.71,7.75,8.75,6
21711,Senior Citizen,Tier-2,Medium,52,7.47,7.97,9.66,6
21712,Senior Citizen,Tier-2,Medium,64,8.71,6.73,9.90,6
21713,Senior Citizen,Tier-2,Medium,21,7.08,6.31,8.05,6
21714,Senior Citizen,Tier-2,Medium,44,8.16,6.45,8.26,6
21715,Senior Citizen,Tier-2,Medium,44,8.03,7.58,8.24,6
21716,Senior Citizen,Tier-2,Medium,36,8.32,6.43,9.12,6
21717,Senior Citizen,Tier-2,Medium,36,7.12,6.76,8.04,6
21718,Senior Citizen,Tier-2,Medium,31,7.14,7.13,8.61,6
21719,Senior Citizen,Tier-2,Medium,55,7.55,6.97,8.69,6
21720,Senior Citizen,Tier-2,Medium,58,8.38,6.63,8.28,6
21721,Senior Citizen,Tier-2,Medium,53,8.11,6.11,9.79,6
21722,Senior Citizen,Tier-2,Medium,21,8.82,7.08,8.73,6
21723,Senior Citizen,Tier-2,Medium,64,7.28,6.18,8.14,6
21724,Senior Citizen,Tier-2,Medium,27,8.98,6.67,8.06,6
21725,Senior Citizen,Tier-2,Medium,49,8.82,6.12,9.29,6
21726,Senior Citizen,Tier-2,Medium,20,8.31,7.76,8.54,6
21727,Senior Citizen,Tier-2,Medium,31,8.09,6.98,9.98,6
21728,Senior Citizen,Tier-2,Medium,64,7.11,6.61,9.52,6
21729,Senior Citizen,Tier-2,Medium,64,7.56,7.55,8.63,6
21730,Senior Citizen,Tier-2,Medium,26,7.40,7.25,9.01,6
21731,Senior Citizen,Tier-2,Medium,26,8.76,7.14,9.38,6
21732,Senior Citizen,Tier-2,Medium,46,8.65,7.76,9.66,6
21733,Senior Citizen,Tier-2,Medium,31,7.74,7.20,9.70,6
21734,Senior Citizen,Tier-2,Medium,37,8.32,7.17,8.59,6
21735,Senior Citizen,Tier-2,Medium,31,8.52,7.13,8.21,6
21736,Senior Citizen,Tier-2,Medium,49,8.16,7.30,9.78,6
21737,Senior Citizen,Tier-2,Medium,60,8.73,6.36,9.28,6
21738,Senior Citizen,Tier-2,Medium,37,8.79,6.04,9.32,6
21739,Senior Citizen,Tier-2,Medium,33,8.63,6.24,8.01,6
21740,Senior Citizen,Tier-2,Medium,33,7.87,6.47,8.52,6
21741,Senior Citizen,Tier-2,Medium,43,8.40,7.16,9.10,6
21742,Senior Citizen,Tier-2,Medium,50,8.53,7.79,8.78,6
21743,Senior Citizen,Tier-2,Medium,18,7.76,7.75,8.41,6
21744,Senior Citizen,Tier-2,Medium,18,8.72,7.55,8.03,6
21745,Senior Citizen,Tier-2,Medium,59,8.40,6.68,8.26,6
21746,Senior Citizen,Tier-2,Medium,45,7.03,7.82,8.10,6
21747,Senior Citizen,Tier-2,Medium,61,7.87,6.39,8.35,6
21748,Senior Citizen,Tier-2,Medium,29,7.35,7.48,9.57,6
21749,Senior Citizen,Tier-2,Medium,55,8.08,7.08,9.81,6
21750,Senior Citizen,Tier-2,Medium,34,7.35,6.98,9.39,6
21751,Senior Citizen,Tier-2,Medium,29,7.25,7.16,9.98,6
21752,Senior Citizen,Tier-2,Medium,30,7.67,7.23,9.20,6
21753,Senior Citizen,Tier-2,Medium,50,8.38,6.84,8.39,6
21754,Senior Citizen,Tier-2,Medium,20,8.18,7.62,9.60,6
21755,Senior Citizen,Tier-2,Medium,31,8.81,7.39,8.89,6
21756,Senior Citizen,Tier-2,Medium,51,8.65,6.32,8.69,6
21757,Senior Citizen,Tier-2,Medium,22,8.39,7.58,8.72,6
21758,Senior Citizen,Tier-2,Medium,25,8.18,6.73,8.47,6
21759,Senior Citizen,Tier-2,Medium,24,7.63,7.11,8.41,6
21760,Senior Citizen,Tier-2,Medium,26,8.52,6.80,9.43,6
21761,Senior Citizen,Tier-2,Medium,36,7.34,7.99,8.29,6
21762,Senior Citizen,Tier-2,Medium,53,7.34,7.31,9.46,6
21763,Senior Citizen,Tier-2,Medium,18,7.33,7.60,8.63,6
21764,Senior Citizen,Tier-2,Medium,23,7.12,7.20,9.90,6
21765,Senior Citizen,Tier-2,Medium,60,8.29,6.44,9.87,6
21766,Senior Citizen,Tier-2,Medium,41,8.68,6.39,9.67,6
21767,Senior Citizen,Tier-2,Medium,45,7.05,6.70,9.22,6
21768,Senior Citizen,Tier-2,Medium,45,8.30,7.95,9.98,6
21769,Senior Citizen,Tier-2,Medium,30,7.10,7.57,9.31,6
21770,Senior Citizen,Tier-2,Medium,47,8.80,6.16,8.41,6
21771,Senior Citizen,Tier-2,Medium,61,8.26,6.09,9.21,6
21772,Senior Citizen,Tier-2,Medium,47,7.49,7.61,9.98,6
21773,Senior Citizen,Tier-2,Medium,42,8.02,6.84,9.60,6
21774,Senior Citizen,Tier-2,Medium,44,7.19,7.81,9.02,6
21775,Senior Citizen,Tier-2,Medium,54,8.60,6.72,9.00,6
21776,Senior Citizen,Tier-2,Medium,60,8.55,6.33,8.86,6
21777,Senior Citizen,Tier-2,Medium,53,7.35,6.86,8.51,6
21778,Senior Citizen,Tier-2,Medium,63,7.74,6.49,8.30,6
21779,Senior Citizen,Tier-2,Medium,40,7.99,6.22,8.43,6
21780,Senior Citizen,Tier-2,Medium,26,8.96,7.35,9.64,6
21781,Senior Citizen,Tier-2,Medium,22,8.55,7.32,9.43,6
21782,Senior Citizen,Tier-2,Medium,29,7.03,7.47,9.21,6
21783,Senior Citizen,Tier-2,Medium,44,8.37,7.66,9.01,6
21784,Senior Citizen,Tier-2,Medium,28,7.62,7.78,9.77,6
21785,Senior Citizen,Tier-2,Medium,46,7.14,7.80,8.17,6
21786,Senior Citizen,Tier-2,Medium,59,7.76,6.69,9.24,6
21787,Senior Citizen,Tier-2,Medium,28,7.13,6.55,8.34,6
21788,Senior Citizen,Tier-2,Medium,21,8.28,6.51,9.63,6
21789,Senior Citizen,Tier-2,Medium,54,8.34,7.38,9.55,6
21790,Senior Citizen,Tier-2,Medium,31,7.19,6.20,9.19,6
21791,Senior Citizen,Tier-2,Medium,29,7.52,6.77,8.72,6
21792,Senior Citizen,Tier-2,Medium,60,7.41,7.58,9.66,6
21793,Senior Citizen,Tier-2,Medium,21,8.26,7.24,8.93,6
21794,Senior Citizen,Tier-2,Medium,62,7.77,6.53,8.62,6
21795,Senior Citizen,Tier-2,Medium,57,8.56,6.02,8.82,6
21796,Senior Citizen,Tier-2,Medium,58,8.82,7.44,8.61,6
21797,Senior Citizen,Tier-2,Medium,35,7.00,7.26,8.55,6
21798,Senior Citizen,Tier-2,Medium,18,7.06,6.82,8.28,6
21799,Senior Citizen,Tier-2,Medium,64,8.86,6.72,9.79,6
21800,Senior Citizen,Tier-2,Medium,58,8.49,7.25,9.42,6
21801,Senior Citizen,Tier-2,Medium,53,8.42,7.05,9.32,6
21802,Senior Citizen,Tier-2,Medium,54,8.26,6.55,9.88,6
21803,Senior Citizen,Tier-2,Medium,52,8.75,6.92,9.32,6
21804,Senior Citizen,Tier-2,Medium,23,8.03,7.03,8.94,6
21805,Senior Citizen,Tier-2,Medium,26,7.36,6.59,8.58,6
21806,Senior Citizen,Tier-2,Medium,47,7.40,6.63,9.30,6
21807,Senior Citizen,Tier-2,Medium,56,8.75,6.26,8.83,6
21808,Senior Citizen,Tier-2,Medium,29,8.33,6.92,8.96,6
21809,Senior Citizen,Tier-2,Medium,36,8.78,7.73,9.59,6
21810,Senior Citizen,Tier-2,Medium,48,7.06,7.19,9.23,6
21811,Senior Citizen,Tier-2,Medium,20,8.37,7.35,8.75,6
21812,Senior Citizen,Tier-2,Medium,47,7.57,6.17,9.72,6
21813,Senior Citizen,Tier-2,Medium,61,8.96,6.12,8.09,6
21814,Senior Citizen,Tier-2,Medium,31,8.49,7.47,8.65,6
21815,Senior Citizen,Tier-2,Medium,57,8.86,6.57,9.88,6
21816,Senior Citizen,Tier-2,Medium,27,8.74,6.43,9.64,6
21817,Senior Citizen,Tier-2,Medium,52,7.39,7.52,8.38,6
21818,Senior Citizen,Tier-2,Medium,41,8.51,7.53,9.01,6
21819,Senior Citizen,Tier-2,Medium,60,8.97,6.41,8.09,6
21820,Senior Citizen,Tier-2,Medium,57,8.33,6.80,8.43,6
21821,Senior Citizen,Tier-2,Medium,53,8.15,6.16,9.80,6
21822,Senior Citizen,Tier-2,Medium,37,8.86,6.60,9.31,6
21823,Senior Citizen,Tier-2,Medium,40,8.00,7.89,8.10,6
21824,Senior Citizen,Tier-2,Medium,28,7.39,6.03,9.48,6
21825,Senior Citizen,Tier-2,Medium,40,7.09,7.80,8.67,6
21826,Senior Citizen,Tier-2,Medium,63,8.21,7.37,8.98,6
21827,Senior Citizen,Tier-2,Medium,35,7.12,6.85,8.07,6
21828,Senior Citizen,Tier-2,Medium,40,8.03,7.48,8.74,6
21829,Senior Citizen,Tier-2,Medium,62,7.51,6.50,9.74,6
21830,Senior Citizen,Tier-2,Medium,44,7.25,6.36,9.86,6
21831,Senior Citizen,Tier-2,Medium,51,7.17,7.49,8.14,6
21832,Senior Citizen,Tier-2,Medium,28,7.06,7.08,9.91,6
21833,Senior Citizen,Tier-2,Medium,35,8.04,7.67,8.37,6
21834,Senior Citizen,Tier-2,Medium,61,7.73,7.58,8.16,6
21835,Senior Citizen,Tier-2,Medium,37,8.04,7.95,9.01,6
21836,Senior Citizen,Tier-2,Medium,43,8.60,7.40,8.64,6
21837,Senior Citizen,Tier-2,Medium,60,8.85,7.87,9.33,6
21838,Senior Citizen,Tier-2,Medium,46,7.22,6.69,9.44,6
21839,Senior Citizen,Tier-2,Medium,43,8.24,6.65,8.13,6
21840,Senior Citizen,Tier-2,Medium,60,8.54,7.95,8.06,6
21841,Senior Citizen,Tier-2,Medium,30,8.43,7.33,8.31,6
21842,Senior Citizen,Tier-2,Medium,62,8.59,7.56,9.75,6
21843,Senior Citizen,Tier-2,Medium,52,8.81,7.67,8.75,6
21844,Senior Citizen,Tier-2,Medium,49,7.85,6.33,9.70,6
21845,Senior Citizen,Tier-2,Medium,29,7.55,7.93,8.76,6
21846,Senior Citizen,Tier-2,Medium,22,8.47,7.58,9.23,6
21847,Senior Citizen,Tier-2,Medium,21,7.69,7.17,8.38,6
21848,Senior Citizen,Tier-2,Medium,37,8.86,7.06,9.25,6
21849,Senior Citizen,Tier-2,Medium,55,8.97,6.39,8.34,6
21850,Senior Citizen,Tier-2,Medium,37,8.90,6.73,8.77,6
21851,Senior Citizen,Tier-2,Medium,21,7.95,6.75,9.56,6
21852,Senior Citizen,Tier-2,Medium,26,7.04,6.90,9.18,6
21853,Senior Citizen,Tier-2,Medium,31,7.26,7.50,8.09,6
21854,Senior Citizen,Tier-2,Medium,58,8.88,6.15,9.91,6
21855,Senior Citizen,Tier-2,Medium,23,7.99,6.98,9.88,6
21856,Senior Citizen,Tier-2,Medium,63,8.78,6.42,9.13,6
21857,Senior Citizen,Tier-2,Medium,48,8.85,7.67,9.20,6
21858,Senior Citizen,Tier-2,Medium,32,7.88,6.97,9.11,6
21859,Senior Citizen,Tier-2,Medium,19,7.49,6.59,9.81,6
21860,Senior Citizen,Tier-2,Medium,37,7.90,6.29,9.69,6
21861,Senior Citizen,Tier-2,Medium,19,8.55,7.59,9.41,6
21862,Senior Citizen,Tier-2,Medium,26,8.22,6.83,9.67,6
21863,Senior Citizen,Tier-2,Medium,31,8.00,7.66,9.07,6
21864,Senior Citizen,Tier-2,Medium,42,7.34,6.35,8.66,6
21865,Senior Citizen,Tier-2,Medium,60,7.19,6.40,8.43,6
21866,Senior Citizen,Tier-2,Medium,24,7.32,7.89,8.10,6
21867,Senior Citizen,Tier-2,Medium,18,8.20,6.46,8.46,6
21868,Senior Citizen,Tier-2,Medium,49,7.59,7.81,8.68,6
21869,Senior Citizen,Tier-2,Medium,18,8.90,7.49,9.34,6
21870,Senior Citizen,Tier-2,Medium,18,8.27,7.36,8.97,6
21871,Senior Citizen,Tier-2,Medium,52,7.28,7.91,8.05,6
21872,Senior Citizen,Tier-2,Medium,41,8.64,6.74,9.38,6
21873,Senior Citizen,Tier-2,Medium,44,8.54,7.69,9.43,6
21874,Senior Citizen,Tier-2,Medium,45,8.97,6.61,9.34,6
21875,Senior Citizen,Tier-2,Medium,22,7.50,7.17,8.96,6
21876,Corporate Executive,Urban,High,24,6.54,3.86,6.14,4
21877,Corporate Executive,Urban,High,32,6.95,3.84,6.08,4
21878,Corporate Executive,Urban,High,48,6.45,4.10,6.91,4
21879,Corporate Executive,Urban,High,62,7.82,4.30,5.74,4
21880,Corporate Executive,Urban,High,22,6.37,4.08,5.68,4
21881,Corporate Executive,Urban,High,62,7.76,3.77,5.05,4
21882,Corporate Executive,Urban,High,64,7.01,4.60,5.76,4
21883,Corporate Executive,Urban,High,50,7.58,4.61,5.98,4
21884,Corporate Executive,Urban,High,56,6.44,4.15,5.80,4
21885,Corporate Executive,Urban,High,52,6.68,3.82,6.72,4
21886,Corporate Executive,Urban,High,24,6.45,3.61,5.40,4
21887,Corporate Executive,Urban,High,33,6.41,4.35,6.02,4
21888,Corporate Executive,Urban,High,58,6.70,3.85,5.22,4
21889,Corporate Executive,Urban,High,43,7.75,3.47,6.53,4
21890,Corporate Executive,Urban,High,51,6.50,3.51,6.65,4
21891,Corporate Executive,Urban,High,61,6.38,3.09,5.48,4
21892,Corporate Executive,Urban,High,40,7.34,3.43,5.92,4
21893,Corporate Executive,Urban,High,50,6.35,4.78,6.26,4
21894,Corporate Executive,Urban,High,58,6.78,4.75,5.50,4
21895,Corporate Executive,Urban,High,22,6.39,3.23,5.57,4
21896,Corporate Executive,Urban,High,51,6.07,4.45,6.99,4
21897,Corporate Executive,Urban,High,49,7.02,3.92,7.00,4
21898,Corporate Executive,Urban,High,47,6.31,4.34,6.16,4
21899,Corporate Executive,Urban,High,62,7.74,4.68,6.50,4
21900,Corporate Executive,Urban,High,24,7.09,3.01,5.92,4
21901,Corporate Executive,Urban,High,49,7.52,4.79,5.65,4
21902,Corporate Executive,Urban,High,39,6.50,4.49,5.56,4
21903,Corporate Executive,Urban,High,38,6.63,4.43,5.37,4
21904,Corporate Executive,Urban,High,37,7.08,4.29,5.20,4
21905,Corporate Executive,Urban,High,64,6.47,3.44,6.03,4
21906,Corporate Executive,Urban,High,60,7.67,3.45,5.43,4
21907,Corporate Executive,Urban,High,44,7.64,4.29,6.99,4
21908,Corporate Executive,Urban,High,56,7.28,3.93,5.38,4
21909,Corporate Executive,Urban,High,62,6.88,4.66,6.55,4
21910,Corporate Executive,Urban,High,60,7.02,3.96,6.23,4
21911,Corporate Executive,Urban,High,34,6.82,4.38,5.39,4
21912,Corporate Executive,Urban,High,46,7.37,4.90,6.78,4
21913,Corporate Executive,Urban,High,35,7.41,3.41,6.43,4
21914,Corporate Executive,Urban,High,40,7.45,4.39,6.91,4
21915,Corporate Executive,Urban,High,49,6.38,3.81,5.03,4
21916,Corporate Executive,Urban,High,59,7.82,3.31,6.74,4
21917,Corporate Executive,Urban,High,45,6.74,3.28,5.06,4
21918,Corporate Executive,Urban,High,46,6.44,4.41,6.93,4
21919,Corporate Executive,Urban,High,26,6.19,4.78,6.66,4
21920,Corporate Executive,Urban,High,23,7.79,4.06,6.44,4
21921,Corporate Executive,Urban,High,27,7.26,3.81,5.54,4
21922,Corporate Executive,Urban,High,42,6.57,4.17,6.93,4
21923,Corporate Executive,Urban,High,58,6.19,4.04,5.86,4
21924,Corporate Executive,Urban,High,63,7.54,4.94,5.93,4
21925,Corporate Executive,Urban,High,42,6.59,3.79,6.88,4
21926,Corporate Executive,Urban,High,44,6.97,4.80,6.48,4
21927,Corporate Executive,Urban,High,41,6.77,4.82,6.22,4
21928,Corporate Executive,Urban,High,54,7.32,4.67,5.48,4
21929,Corporate Executive,Urban,High,57,6.64,3.63,5.25,4
21930,Corporate Executive,Urban,High,41,7.31,3.56,5.97,4
21931,Corporate Executive,Urban,High,42,6.05,3.60,6.65,4
21932,Corporate Executive,Urban,High,27,6.70,4.04,5.04,4
21933,Corporate Executive,Urban,High,47,7.39,4.55,5.94,4
21934,Corporate Executive,Urban,High,64,6.79,3.58,6.89,4
21935,Corporate Executive,Urban,High,40,6.11,4.84,6.13,4
21936,Corporate Executive,Urban,High,34,6.81,4.24,5.11,4
21937,Corporate Executive,Urban,High,59,7.69,4.48,6.31,4
21938,Corporate Executive,Urban,High,23,7.10,3.96,5.51,4
21939,Corporate Executive,Urban,High,60,6.05,4.43,6.34,4
21940,Corporate Executive,Urban,High,64,7.44,4.68,6.45,4
21941,Corporate Executive,Urban,High,38,6.08,3.24,5.44,4
21942,Corporate Executive,Urban,High,58,6.06,3.34,6.54,4
21943,Corporate Executive,Urban,High,50,6.66,4.66,5.34,4
21944,Corporate Executive,Urban,High,30,6.15,4.09,6.71,4
21945,Corporate Executive,Urban,High,25,7.06,3.78,5.02,4
21946,Corporate Executive,Urban,High,34,6.67,4.44,6.14,4
21947,Corporate Executive,Urban,High,32,6.98,3.22,6.65,4
21948,Corporate Executive,Urban,High,48,7.29,5.00,6.66,4
21949,Corporate Executive,Urban,High,23,7.02,4.19,5.71,4
21950,Corporate Executive,Urban,High,22,7.64,4.80,5.78,4
21951,Corporate Executive,Urban,High,61,6.29,4.87,6.75,4
21952,Corporate Executive,Urban,High,45,7.58,3.34,6.25,4
21953,Corporate Executive,Urban,High,42,6.06,4.82,5.61,4
21954,Corporate Executive,Urban,High,39,6.65,4.54,5.74,4
21955,Corporate Executive,Urban,High,49,6.42,4.56,6.29,4
21956,Corporate Executive,Urban,High,29,6.59,4.97,6.95,4
21957,Corporate Executive,Urban,High,61,6.82,4.54,6.62,4
21958,Corporate Executive,Urban,High,54,7.17,4.03,6.44,4
21959,Corporate Executive,Urban,High,22,6.99,3.67,6.70,4
21960,Corporate Executive,Urban,High,60,7.75,4.73,6.00,4
21961,Corporate Executive,Urban,High,63,7.92,3.27,5.92,4
21962,Corporate Executive,Urban,High,47,6.67,3.47,6.51,4
21963,Corporate Executive,Urban,High,22,7.53,4.79,5.11,4
21964,Corporate Executive,Urban,High,40,6.60,4.48,6.62,4
21965,Corporate Executive,Urban,High,50,6.57,4.13,7.00,4
21966,Corporate Executive,Urban,High,30,7.51,4.48,6.49,4
21967,Corporate Executive,Urban,High,39,6.13,4.36,6.47,4
